term,tag,value
царапаться,NGTV,-0.93
царапина,NGTV,-0.91
царапинка,NGTV,-0.62
царапнуть,NGTV,-0.65
царевич,NEUT,0.53
царевна,NEUT,0.45
цареубийство,NGTV,-1.0
царить,NEUT,0.4
царица,NEUT,0.5
царский,PSTV,0.56
царственность,PSTV,0.58
царственный,PSTV,0.77
царствие,NEUT,0.39
царство,NEUT,0.06
царствование,NEUT,0.24
царствовать,NEUT,0.27
царь,NEUT,0.3
царёк,NGTV,-0.56
цацка,NGTV,-0.49
цацкаться,NGTV,-0.68
цвести,PSTV,1.0
цвет,NEUT,0.15
цветастость,NEUT,0.43
цветастый,NEUT,0.52
цветение,PSTV,0.91
цветик,PSTV,0.73
цветистость,NEUT,0.51
цветистый,NEUT,0.45
цветковый,NEUT,0.42
цветник,PSTV,0.55
цветность,NEUT,0.1
цветовод,NEUT,0.53
цветоводство,PSTV,0.6
цветовой,NEUT,0.54
цветок,PSTV,0.65
цветоложе,NEUT,0.35
цветоносный,PSTV,0.62
цветоощущение,NEUT,0.51
цветопередача,NEUT,0.36
цветочек,PSTV,0.93
цветочник,PSTV,0.57
цветочница,PSTV,0.62
цветочный,PSTV,0.57
цедить,NEUT,0.21
цедра,NEUT,0.0
цезарь,NEUT,0.5
цезура,NEUT,-0.21
цейлонский,NEUT,0.27
целебность,PSTV,1.0
целебный,PSTV,1.0
целевой,NEUT,0.2
целенаправленность,PSTV,1.0
целенаправленный,PSTV,0.78
целение,PSTV,1.0
целесообразность,PSTV,0.66
целесообразный,PSTV,1.0
целеуказатель,NEUT,0.08
целеустремлённость,PSTV,1.0
целеустремлённый,PSTV,1.0
целитель,PSTV,0.93
целительница,PSTV,0.91
целительность,PSTV,1.0
целительный,PSTV,1.0
целительство,PSTV,0.94
целить,PSTV,0.6
целиться,NEUT,0.25
целлофан,NEUT,0.0
целлофановый,NEUT,0.0
целлюлит,NGTV,-0.9
целлюлоза,NEUT,0.1
целлюлозный,NEUT,0.0
целование,PSTV,0.75
целовать,PSTV,1.0
целоваться,PSTV,0.98
целомудренность,PSTV,0.97
целомудренный,PSTV,0.93
целомудрие,PSTV,1.0
целостность,PSTV,0.77
целостный,PSTV,0.6
целость,PSTV,0.63
целый,NEUT,0.43
цельнометаллический,NEUT,0.0
цельность,PSTV,0.61
цельный,PSTV,0.64
цельсий,NEUT,0.0
цемент,NEUT,0.0
цементирование,NEUT,0.0
цементировать,NEUT,0.14
цементный,NEUT,0.0
цена,NEUT,0.06
цензор,NEUT,-0.19
цензура,NGTV,-0.45
цензурность,NGTV,-0.39
цензурный,NEUT,0.36
цензуровать,NGTV,-0.4
ценитель,PSTV,0.77
ценительница,PSTV,0.95
ценить,PSTV,1.0
цениться,PSTV,0.9
ценнейший,PSTV,1.0
ценник,NEUT,0.0
ценностный,PSTV,0.9
ценность,PSTV,1.0
ценный,PSTV,1.0
ценовой,NEUT,0.0
ценообразование,NEUT,0.0
цент,NEUT,0.21
центнер,NEUT,0.0
центр,NEUT,0.0
централ,NEUT,0.0
централизация,NEUT,0.23
централизовать,NEUT,0.1
центральность,NEUT,0.0
центральный,NEUT,0.08
центрирование,NEUT,0.0
центристский,NEUT,0.04
центрифуга,NEUT,0.04
центробанк,NEUT,0.0
центробежный,NEUT,0.0
центровой,NEUT,0.0
центростремительный,NEUT,0.35
цепенеть,NGTV,-0.65
цепкий,NEUT,0.49
цепкость,PSTV,0.63
цепляние,NEUT,-0.33
цеплять,NEUT,0.14
цепляться,NEUT,-0.06
цепной,NEUT,0.0
цепочка,NEUT,0.0
цепь,NEUT,-0.06
цербер,NGTV,-0.74
церемониал,NEUT,0.0
церемониальность,NEUT,0.01
церемониальный,NEUT,0.36
церемониймейстер,NEUT,0.3
церемониться,NGTV,-0.47
церемония,NEUT,0.42
церемонничать,NGTV,-0.37
церемонность,NEUT,0.3
церемонный,NEUT,0.37
церквушка,NEUT,0.42
церковник,NEUT,0.23
церковноприходский,NEUT,0.14
церковнославянский,NEUT,0.39
церковнослужитель,NEUT,0.28
церковность,NEUT,0.4
церковный,NEUT,0.44
церковь,NEUT,0.5
цех,NEUT,0.0
цеховой,NEUT,0.0
цианид,NGTV,-0.53
цивилизация,NEUT,0.53
цивилизованность,PSTV,1.0
цивилизовать,PSTV,0.79
цивильный,PSTV,1.0
цикл,NEUT,0.0
циклически,NEUT,0.04
циклический,NEUT,0.0
цикличность,NEUT,0.0
цикличный,NEUT,0.0
циклон,NEUT,-0.21
циклоп,NGTV,-0.35
цикорий,NEUT,0.13
цилиндр,NEUT,0.0
цилиндрик,NEUT,0.17
цилиндрический,NEUT,0.14
цинга,NGTV,-1.0
цинизм,NGTV,-0.85
циник,NGTV,-0.75
цинически,NGTV,-0.87
цинический,NGTV,-0.57
циничность,NGTV,-0.92
циничный,NGTV,-0.91
цинк,NEUT,0.0
цинковый,NEUT,0.0
цирк,PSTV,0.75
циркач,NEUT,0.46
циркачка,NEUT,0.41
цирковой,NEUT,0.32
циркулирование,NEUT,0.0
циркулировать,NEUT,0.08
циркуль,NEUT,0.0
циркульный,NEUT,0.08
циркуляр,NEUT,0.0
циркулярный,NEUT,0.04
циркуляционный,NEUT,0.0
циркуляция,NEUT,0.0
цирюльник,NEUT,0.09
цистерна,NEUT,0.03
цистит,NGTV,-1.0
цитадель,NEUT,0.26
цитата,NEUT,0.09
цитатник,NEUT,0.21
цитирование,NEUT,0.18
цитировать,NEUT,0.38
цитоплазма,NEUT,0.05
цитрус,NEUT,0.41
цитрусовый,NEUT,0.22
циферблат,NEUT,0.13
циферка,NEUT,0.41
цифра,NEUT,0.13
цифровой,NEUT,0.15
цоканье,NGTV,-0.39
цокать,NEUT,-0.26
цокнуть,NEUT,-0.34
цоколь,NEUT,0.1
цокольный,NEUT,0.0
цукат,NEUT,0.4
цунами,NGTV,-1.0
цыган,NEUT,-0.18
цыганистый,NGTV,-0.95
цыганка,NEUT,-0.27
цыганочка,NEUT,0.31
цыганский,NEUT,-0.3
цыганщина,NGTV,-1.0
цыганёнок,NEUT,-0.27
цыкать,NGTV,-0.92
цыкнуть,NGTV,-0.9
цыпа,NEUT,0.41
цыплячий,NEUT,-0.19
цыплёнок,PSTV,0.64
цыплёночек,PSTV,1.0
цыпочка,NEUT,0.37
чабрец,NEUT,0.19
чавканье,NGTV,-1.0
чавкать,NGTV,-1.0
чавкнуть,NGTV,-0.89
чад,NEUT,-0.31
чадо,PSTV,0.73
чадолюбивый,PSTV,1.0
чадолюбие,PSTV,1.0
чаевой,NEUT,0.5
чаепитие,PSTV,0.74
чаеразвесочный,NEUT,0.0
чаинка,NEUT,0.0
чай,NEUT,0.44
чайник,NEUT,0.03
чайничек,PSTV,0.6
чайный,NEUT,0.36
чакра,NEUT,0.38
чан,NEUT,0.0
чаровать,PSTV,0.71
чаровник,NEUT,0.3
чародей,NEUT,0.34
чародейка,NEUT,0.32
чародейный,NEUT,0.34
чародейский,NEUT,0.37
чародейство,NEUT,0.18
чародействовать,NEUT,0.23
час,NEUT,0.05
часик,NEUT,0.26
часовенка,NEUT,0.36
часовник,NEUT,0.1
часовня,NEUT,0.19
часовщик,NEUT,0.14
часок,NEUT,0.14
часочек,NEUT,0.43
частенько,NEUT,0.0
частить,NEUT,0.1
частица,NEUT,0.0
частичка,NEUT,0.05
частичный,NEUT,0.0
частник,NEUT,0.0
частнокапиталистический,NEUT,0.12
частноправовой,NEUT,0.0
частнопрактикующий,NEUT,0.44
частнопредпринимательский,NEUT,0.0
частнособственнический,NEUT,0.13
частность,NEUT,0.24
частный,NEUT,0.22
частокол,NEUT,0.0
частота,NEUT,0.0
частотность,NEUT,0.0
частотный,NEUT,0.0
частушка,PSTV,0.9
частый,NEUT,0.05
часть,NEUT,0.0
часы,NEUT,0.12
чат,NEUT,0.09
чау-чау,NEUT,0.42
чахлость,NGTV,-1.0
чахлый,NGTV,-1.0
чахнуть,NGTV,-0.9
чахотка,NGTV,-0.91
чача,NEUT,0.3
чаша,NEUT,0.02
чашеобразный,NEUT,0.02
чашечка,NEUT,0.35
чашка,NEUT,0.1
чаща,NEUT,0.01
чаять,PSTV,0.73
чаёвничать,PSTV,0.71
чаёк,PSTV,0.98
че,NEUT,-0.34
чебурек,PSTV,0.61
чебуречная,PSTV,0.56
чек,NEUT,0.0
чек-пойнт,NEUT,0.36
чеканить,NEUT,0.05
чеканка,NEUT,0.16
чеканный,NEUT,0.2
чеканщик,NEUT,0.05
чекистский,NGTV,-0.37
чековый,NEUT,0.0
чел,NEUT,0.1
челнок,NEUT,0.2
челночный,NEUT,0.0
чело,NEUT,0.0
человек,NEUT,0.36
человеколюбец,PSTV,1.0
человеколюбивый,PSTV,1.0
человеколюбие,PSTV,1.0
человеконенавистник,NGTV,-1.0
человеконенавистнический,NGTV,-0.92
человеконенавистничество,NGTV,-0.98
человекообразный,NEUT,0.0
человекоубийство,NGTV,-1.0
человечек,PSTV,0.63
человечески,PSTV,0.9
человеческий,PSTV,0.61
человечество,NEUT,0.26
человечий,NEUT,0.37
человечина,NGTV,-0.62
человечище,PSTV,0.78
человечность,PSTV,1.0
человечный,PSTV,1.0
челюстной,NEUT,0.0
челюсть,NEUT,0.05
челядь,NGTV,-0.69
чемодан,NEUT,0.01
чемоданный,NEUT,0.0
чемоданчик,NEUT,0.47
чемпион,PSTV,1.0
чемпионат,NEUT,0.47
чемпионка,PSTV,0.98
чемпионский,PSTV,1.0
чемпионство,PSTV,0.92
чепуха,NGTV,-0.87
чепуховина,NGTV,-0.72
чепчик,NEUT,0.17
червеобразный,NEUT,-0.1
черви,NEUT,-0.14
червивый,NGTV,-1.0
червовый,NEUT,0.0
червонец,NEUT,0.0
червоточина,NGTV,-0.56
червоточинка,NGTV,-0.93
червь,NEUT,-0.14
червяк,NEUT,-0.05
червячок,NEUT,0.37
чердак,NEUT,0.0
чердачный,NEUT,0.0
чердачок,NEUT,0.22
череда,NEUT,0.0
чередование,NEUT,0.0
чередовать,NEUT,0.0
чередоваться,NEUT,0.0
черемша,NEUT,0.35
черенок,NEUT,0.0
череп,NEUT,-0.23
черепаха,NEUT,0.24
черепаховый,NEUT,0.0
черепаший,NEUT,0.0
черепашка,PSTV,0.61
черепица,NEUT,0.0
черепичный,NEUT,0.11
черепно-мозговой,NEUT,-0.25
черепной,NEUT,0.0
черепок,NEUT,-0.18
черепушка,NEUT,-0.21
чересчур,NGTV,-0.65
черешневый,NEUT,0.33
черешня,NEUT,0.54
черкануть,NEUT,-0.1
черкать,NEUT,-0.33
черкнуть,NEUT,0.0
чернение,NEUT,-0.27
чернеться,NGTV,-0.42
черника,PSTV,0.61
чернила,NEUT,0.0
чернильница,NEUT,0.0
чернильный,NEUT,-0.04
чернить,NGTV,-1.0
черничный,NEUT,0.14
черно-бурый,NEUT,0.0
чернобородый,NEUT,0.0
чернобровый,NEUT,0.0
черноватый,NEUT,-0.1
черновик,NEUT,0.0
черновой,NEUT,-0.14
черноволосый,NEUT,0.0
черноглазый,NEUT,0.0
черноголовый,NEUT,0.06
черногорский,NEUT,0.07
черногривый,NEUT,0.13
чернозём,NEUT,0.41
чернозёмный,NEUT,0.34
чернокнижие,NGTV,-0.8
чернокнижник,NGTV,-0.9
чернокнижница,NGTV,-0.77
чернолесье,NEUT,-0.12
черноморец,NEUT,0.06
черноморский,NEUT,0.0
черноокий,NEUT,0.22
черноплодный,NEUT,-0.01
чернослив,NEUT,0.4
черносмородиновый,NEUT,0.26
чернота,NGTV,-0.51
черноусый,NEUT,0.0
чернохвостый,NEUT,0.19
чернуха,NGTV,-0.96
чернь,NGTV,-0.85
чернявый,NEUT,0.0
чернёный,NEUT,-0.06
черпак,NEUT,0.0
черпануть,NEUT,0.13
черпать,NEUT,0.07
черпнуть,NEUT,0.18
черстветь,NGTV,-0.91
черта,NEUT,0.09
чертить,NEUT,0.06
чертовка,NGTV,-0.87
чертовски,NEUT,0.32
чертовский,NGTV,-0.53
чертовщина,NGTV,-1.0
чертог,NEUT,0.27
чертополох,NEUT,-0.11
чертыхание,NGTV,-0.67
чертыхнуться,NGTV,-0.94
чертёж,NEUT,0.1
чертёжик,NEUT,0.42
чертёжник,NEUT,0.12
чертёжница,NEUT,0.25
чертёжный,NEUT,0.12
чертёнок,NGTV,-0.74
черчение,NEUT,0.28
черёмуха,NEUT,0.46
черёмуховый,NEUT,0.26
чесание,NEUT,-0.07
чесать,NEUT,0.0
чесаться,NEUT,-0.26
чеснок,NEUT,0.34
чесночный,NEUT,0.09
чесночок,NEUT,0.32
чесотка,NGTV,-0.9
чествование,PSTV,1.0
чествовать,PSTV,0.83
честнейший,PSTV,1.0
честность,PSTV,1.0
честный,PSTV,1.0
честолюбец,NEUT,0.46
честолюбивый,PSTV,0.84
честолюбие,NEUT,0.54
честь,PSTV,1.0
чета,NEUT,0.17
четверг,NEUT,0.0
четверговый,NEUT,0.05
четвереньки,NEUT,0.0
четверичный,NEUT,0.0
четверной,NEUT,0.01
четвероклассник,NEUT,0.1
четвероногий,NEUT,0.09
четверостишие,NEUT,0.15
четверостишье,NEUT,0.17
четвероюродный,NEUT,0.27
четвертак,NEUT,0.1
четвертина,NEUT,0.0
четвертинка,NEUT,0.23
четвертичный,NEUT,0.11
четвертование,NGTV,-1.0
четвертовать,NGTV,-0.92
четверть,NEUT,0.25
четвертьфинал,NEUT,0.0
четвертьфинальный,NEUT,0.03
четвёрка,NEUT,0.32
четырежды,NEUT,0.2
четырехколёсный,NEUT,0.09
четырехсотлетний,NEUT,0.0
четырёхглавый,NEUT,0.0
четырёхгранный,NEUT,0.0
четырёхдневный,NEUT,0.0
четырёхзначный,NEUT,0.0
четырёхклассный,NEUT,0.16
четырёхконечный,NEUT,0.0
четырёхкратный,NEUT,0.23
четырёхлетие,NEUT,0.01
четырёхлетний,NEUT,0.1
четырёхлистный,NEUT,0.1
четырёхмерный,NEUT,0.1
четырёхместный,NEUT,0.09
четырёхмесячный,NEUT,0.01
четырёхосный,NEUT,0.06
четырёхпалый,NEUT,0.0
четырёхсторонний,NEUT,0.0
четырёхтактный,NEUT,0.0
четырёхтомник,NEUT,0.0
четырёхтомный,NEUT,0.0
четырёхтысячный,NEUT,0.09
четырёхугольник,NEUT,0.0
четырёхугольный,NEUT,0.0
четырёхчасовой,NEUT,0.0
четырёхэтажный,NEUT,0.02
чехарда,NEUT,0.38
чехол,NEUT,0.09
чехольчик,NEUT,0.42
чехословацкий,NEUT,0.0
чечевица,NEUT,0.33
чечевичный,NEUT,0.0
чеченка,NEUT,0.01
чечётка,NEUT,0.41
чечёточник,NEUT,0.07
чешка,NEUT,0.0
чешский,NEUT,0.0
чешуевидный,NEUT,0.0
чешуйка,NEUT,0.08
чешуйчатый,NEUT,0.0
чешуя,NEUT,0.09
чиж,NEUT,0.38
чижик,NEUT,0.45
чизкейк,PSTV,0.55
чили,NEUT,0.18
чилийский,NEUT,0.0
чинить,PSTV,1.0
чиниться,NEUT,0.49
чиновник,NEUT,-0.29
чиновница,NEUT,-0.1
чиновничек,NGTV,-0.92
чиновничество,NGTV,-0.43
чиновничий,NGTV,-0.36
чиновный,NEUT,0.2
чип,NEUT,0.04
чипс,NEUT,0.2
чириканье,NEUT,0.42
чирикать,NEUT,0.33
чирикнуть,NEUT,0.33
чирканье,NEUT,-0.16
чиркать,NEUT,-0.07
чиркнуть,NEUT,0.0
численность,NEUT,0.0
числитель,NEUT,0.0
числительный,NEUT,0.04
числить,NEUT,0.08
числиться,NEUT,0.0
число,NEUT,0.01
числовой,NEUT,0.06
чистейший,PSTV,1.0
чистенький,PSTV,1.0
чистилище,NGTV,-0.45
чистильщик,NEUT,0.33
чистить,PSTV,0.57
чиститься,PSTV,0.59
чистка,PSTV,0.56
чистовик,NEUT,0.15
чистовой,NEUT,0.39
чистокровность,PSTV,0.76
чистокровный,PSTV,0.67
чистописание,PSTV,0.73
чистоплотность,PSTV,1.0
чистоплотный,PSTV,1.0
чистоплюй,NGTV,-0.62
чистопородность,PSTV,0.65
чистопородный,PSTV,0.86
чистосердечие,PSTV,0.97
чистосердечность,PSTV,1.0
чистосердечный,PSTV,1.0
чистота,PSTV,1.0
чистотел,NEUT,0.51
чистый,PSTV,1.0
чистюля,PSTV,0.74
читаемость,PSTV,0.66
читалка,NEUT,0.43
читальный,NEUT,0.51
читальня,NEUT,0.42
читатель,NEUT,0.51
читательница,NEUT,0.48
читательский,NEUT,0.45
читать,PSTV,0.65
читаться,NEUT,0.3
читер,NGTV,-0.95
читка,NEUT,0.2
читывать,NEUT,0.18
чиханье,NEUT,-0.11
чихательный,NEUT,-0.27
чихать,NEUT,-0.13
чихнуть,NEUT,0.0
чихуахуа,NEUT,0.41
чищеный,NEUT,0.34
член,NEUT,0.0
член-корреспондент,NEUT,0.15
членистоногое,NEUT,0.0
членовредительский,NGTV,-1.0
членораздельный,NEUT,0.24
членский,NEUT,0.0
членство,NEUT,0.1
чмоканье,NEUT,0.35
чмокать,PSTV,0.67
чмокнуть,PSTV,0.83
чоканье,NEUT,-0.25
чокаться,NEUT,0.36
чокнутый,NGTV,-1.0
чокнуться,NGTV,-0.95
чопорность,NGTV,-0.93
чопорный,NGTV,-1.0
чреватый,NGTV,-0.87
чрево,NEUT,0.0
чревовещание,NEUT,-0.18
чревоугодие,NGTV,-1.0
чревоугодник,NGTV,-1.0
чревоугодничать,NGTV,-1.0
чревоугодничество,NGTV,-1.0
чрезвычайность,NGTV,-0.49
чрезвычайный,NGTV,-0.39
чрезмерность,NGTV,-0.78
чрезмерный,NGTV,-0.56
чтение,PSTV,0.69
чтец,NEUT,0.4
чтиво,NEUT,0.44
чтить,PSTV,1.0
чубчик,NEUT,0.0
чувак,NEUT,-0.12
чувачок,NEUT,0.24
чувашский,NEUT,0.04
чувиха,NGTV,-0.45
чувственность,PSTV,0.88
чувственный,PSTV,0.9
чувствительность,NEUT,0.49
чувствительный,NEUT,0.48
чувство,NEUT,0.34
чувствование,NEUT,0.41
чувствовать,PSTV,0.6
чувствоваться,NEUT,0.38
чугун,NEUT,0.23
чугунный,NEUT,0.0
чугунолитейный,NEUT,0.02
чугуноплавильный,NEUT,0.0
чудак,NEUT,0.18
чудаковатость,NEUT,-0.21
чудаковатый,NGTV,-0.44
чудаческий,NEUT,0.24
чудачество,NEUT,0.4
чудачествовать,NEUT,0.36
чудачить,NEUT,0.24
чудесить,PSTV,0.57
чудесник,PSTV,0.98
чудесность,PSTV,0.96
чудесный,PSTV,1.0
чудик,NGTV,-0.35
чудить,NEUT,-0.32
чудиться,NEUT,0.2
чудище,NGTV,-1.0
чудной,PSTV,0.55
чудный,PSTV,1.0
чудо,PSTV,1.0
чудо-юдо,NEUT,-0.34
чудовище,NGTV,-0.9
чудовищность,NGTV,-1.0
чудовищный,NGTV,-1.0
чудодейственность,PSTV,1.0
чудодейственный,PSTV,1.0
чудотворец,PSTV,0.95
чудотворный,PSTV,1.0
чудотворство,PSTV,0.86
чужак,NGTV,-0.76
чужанин,NGTV,-0.5
чужачка,NGTV,-0.68
чужбина,NGTV,-0.48
чуждость,NGTV,-0.72
чуждый,NGTV,-0.71
чужеземец,NEUT,-0.15
чужеземка,NEUT,0.0
чужеземный,NEUT,-0.23
чужеродный,NGTV,-0.84
чужестранец,NEUT,0.0
чужестранка,NEUT,0.0
чужестранный,NEUT,0.0
чужое,NEUT,-0.34
чуйка,PSTV,0.77
чукотский,NEUT,0.0
чукча,NEUT,-0.13
чулан,NEUT,0.0
чуланчик,NEUT,0.24
чулочный,NEUT,0.0
чумазый,NGTV,-0.93
чумной,NGTV,-1.0
чурбан,NGTV,-0.71
чурка,NGTV,-0.71
чуткий,PSTV,1.0
чуткость,PSTV,1.0
чуточку,NEUT,0.0
чуть-чуть,NEUT,0.09
чутьё,PSTV,0.75
чучело,NGTV,-0.38
чушка,NGTV,-0.88
чушь,NGTV,-0.94
чуять,NEUT,0.2
чуяться,NEUT,0.0
чхать,NGTV,-0.75
чёлка,NEUT,0.0
чёлочка,NEUT,0.34
чёрненький,NEUT,0.23
чёрный,NEUT,-0.12
чёрствость,NGTV,-0.99
чёрствый,NGTV,-0.86
чёрт,NGTV,-0.9
чёртик,NGTV,-0.67
чёртов,NGTV,-1.0
чёрточка,NEUT,0.17
чёткий,PSTV,0.89
чёткость,PSTV,0.86
чётность,NEUT,0.35
чётный,NEUT,0.11
шабаш,NGTV,-0.46
шабашить,NGTV,-0.49
шабашка,NGTV,-0.41
шаблон,NEUT,0.09
шаблонность,NEUT,-0.14
шаблонный,NEUT,-0.05
шаверма,PSTV,0.56
шавка,NGTV,-0.92
шаг,NEUT,0.14
шагать,NEUT,0.38
шагнуть,NEUT,0.22
шагомер,NEUT,0.0
шажок,NEUT,0.31
шажочек,PSTV,0.55
шайба,NEUT,0.06
шайка,NGTV,-1.0
шайтан,NGTV,-1.0
шакал,NGTV,-0.59
шалаш,NEUT,0.17
шалашик,PSTV,0.58
шалеть,NGTV,-0.35
шалить,NGTV,-0.39
шаловливость,NEUT,0.39
шаловливый,NEUT,0.36
шалопай,NGTV,-0.88
шалость,NGTV,-0.38
шалун,NEUT,-0.31
шалунишка,NEUT,0.39
шалунья,NEUT,0.47
шалфей,NEUT,0.41
шаль,NEUT,0.31
шальной,NGTV,-0.37
шаляй-валяй,NGTV,-0.7
шаман,NEUT,0.0
шаманизм,NEUT,-0.24
шаманить,NEUT,-0.16
шаманский,NEUT,-0.11
шаманство,NGTV,-0.39
шампиньон,NEUT,0.11
шампунь,NEUT,0.27
шампур,NEUT,0.16
шанс,PSTV,1.0
шансон,NEUT,0.1
шансонье,NEUT,0.15
шантаж,NGTV,-1.0
шантажирование,NGTV,-1.0
шантажировать,NGTV,-1.0
шантажист,NGTV,-1.0
шантажистка,NGTV,-1.0
шантажистский,NGTV,-1.0
шантажный,NGTV,-1.0
шапито,NEUT,0.34
шапка,NEUT,0.38
шапка-невидимка,NEUT,0.31
шапокляк,NGTV,-0.67
шапочка,PSTV,0.66
шапочник,NEUT,-0.15
шапочный,NEUT,-0.16
шапчонка,NEUT,0.49
шар,NEUT,0.17
шарага,NGTV,-0.85
шарада,NEUT,0.39
шараханье,NGTV,-0.69
шарахать,NGTV,-0.77
шарахаться,NGTV,-0.77
шарахнуть,NGTV,-0.9
шарахнуться,NGTV,-0.91
шарик,NEUT,0.41
шариковый,NEUT,0.0
шарить,PSTV,0.63
шарканье,NGTV,-0.49
шаркать,NGTV,-0.52
шаркнуть,NEUT,-0.29
шарлатан,NGTV,-1.0
шарлатанить,NGTV,-1.0
шарлатанский,NGTV,-1.0
шарлатанство,NGTV,-1.0
шарлотка,PSTV,0.62
шарм,PSTV,1.0
шарманка,NEUT,0.37
шарманщик,NEUT,0.0
шарнир,NEUT,0.02
шарнирный,NEUT,0.04
шаровары,NEUT,0.0
шаровидный,NEUT,0.0
шаровой,NEUT,0.0
шарообразность,NEUT,0.04
шарообразный,NEUT,0.01
шарф,NEUT,0.34
шарфик,NEUT,0.53
шасси,NEUT,0.0
шастать,NGTV,-0.53
шатание,NGTV,-0.39
шатать,NEUT,-0.16
шататься,NGTV,-0.6
шатен,NEUT,0.1
шатенка,NEUT,0.0
шаткий,NGTV,-0.82
шаткость,NGTV,-0.57
шатнуть,NEUT,-0.09
шатнуться,NEUT,-0.27
шаттл,NEUT,0.1
шатёр,NEUT,0.0
шаурма,PSTV,0.69
шафер,NEUT,0.21
шафран,NEUT,0.0
шах,NEUT,0.09
шахматист,NEUT,0.42
шахматистка,NEUT,0.49
шахматный,NEUT,0.23
шахматы,NEUT,0.51
шахта,NEUT,0.0
шахтовладелец,NEUT,0.0
шахтоуправление,NEUT,0.0
шахтёр,NEUT,0.32
шахтёрский,NEUT,0.09
шашечка,NEUT,0.08
шашка,NEUT,0.01
шашлык,PSTV,0.58
шашлычный,PSTV,0.61
шашлычок,PSTV,1.0
швабра,NEUT,0.0
швартоваться,NEUT,0.19
швед,NEUT,0.0
швейный,NEUT,0.0
швейцар,NEUT,0.0
швейцарец,NEUT,0.19
швейцарка,NEUT,0.14
швейцарский,NEUT,0.38
швея,NEUT,0.35
швырнуть,NGTV,-0.87
швыряние,NGTV,-0.9
швырять,NGTV,-0.88
швыряться,NGTV,-0.99
шебуршение,NEUT,0.0
шевеление,NEUT,0.11
шевелить,NEUT,0.0
шевелиться,NEUT,0.15
шевельнуть,NEUT,0.0
шевельнуться,NEUT,0.12
шевелюра,NEUT,0.33
шевроле,NEUT,0.27
шедевр,PSTV,1.0
шезлонг,NEUT,0.06
шейкер,NEUT,0.1
шейный,NEUT,0.0
шейх,NEUT,0.12
шелест,NEUT,0.2
шелестеть,NEUT,0.09
шелковистость,PSTV,0.8
шелковистый,PSTV,0.69
шелковица,NEUT,0.34
шелководство,NEUT,0.44
шелкопряд,NEUT,0.0
шелохнуть,NEUT,0.0
шелохнуться,NEUT,0.0
шелудивый,NGTV,-0.81
шелуха,NEUT,-0.18
шелушение,NGTV,-0.47
шелушить,NEUT,0.0
шелушиться,NGTV,-0.5
шельф,NEUT,0.0
шепелявить,NGTV,-0.46
шепелявость,NGTV,-0.54
шепелявый,NGTV,-0.39
шепнуть,NEUT,0.1
шепоток,NEUT,0.2
шептала,NEUT,0.07
шептать,NEUT,0.0
шептаться,NEUT,-0.04
шептун,NEUT,-0.33
шербет,NEUT,0.47
шеренга,NEUT,0.0
шериф,NEUT,0.5
шерифский,NEUT,0.07
шероховатость,NEUT,-0.14
шероховатый,NEUT,0.0
шерстинка,NEUT,0.16
шерстистый,NEUT,0.0
шерстить,NEUT,-0.32
шерсть,NEUT,0.37
шерстяной,NEUT,0.0
шершавость,NEUT,-0.05
шершавый,NEUT,-0.07
шершень,NEUT,-0.12
шест,NEUT,0.0
шествие,NEUT,0.2
шествование,NEUT,0.43
шествовать,NEUT,0.26
шестерня,NEUT,0.0
шестерёнка,NEUT,0.05
шестигранник,NEUT,0.0
шестигранный,NEUT,0.0
шестидесятилетие,NEUT,0.14
шестидесятилетний,NEUT,0.15
шестидневный,NEUT,0.0
шестиклассник,NEUT,0.21
шестиконечный,NEUT,0.0
шестикратный,NEUT,0.3
шестикрылый,NEUT,0.21
шестилетний,NEUT,0.0
шестимесячный,NEUT,0.05
шестипалый,NEUT,0.0
шестиствольный,NEUT,0.0
шестиструнный,NEUT,0.21
шеститомник,NEUT,0.0
шестиугольник,NEUT,0.0
шестиугольный,NEUT,0.0
шестичасовой,NEUT,0.0
шестиэтажка,NEUT,0.0
шестнадцатилетие,NEUT,0.4
шестнадцатиэтажка,NEUT,0.0
шесток,NEUT,0.0
шестёрка,NGTV,-0.46
шеф,NEUT,0.36
шеф-повар,NEUT,0.43
шефский,NEUT,0.1
шефство,NEUT,0.37
шефствовать,NEUT,0.52
шея,NEUT,0.22
шибануть,NGTV,-0.99
шибкий,NEUT,0.25
шибко,NEUT,0.26
шиворот,NEUT,0.0
шиворот-навыворот,NGTV,-0.72
шиза,NGTV,-0.93
шизик,NGTV,-1.0
шизоид,NGTV,-1.0
шизофреник,NGTV,-0.86
шизофренический,NGTV,-0.78
шизофреничка,NGTV,-1.0
шизофрения,NGTV,-1.0
шик,PSTV,1.0
шикануть,PSTV,0.83
шиканье,NGTV,-0.65
шикарность,PSTV,1.0
шикарный,PSTV,1.0
шикать,NGTV,-0.67
шикнуть,NGTV,-0.55
шиковать,PSTV,0.64
шимпанзе,NEUT,0.25
шина,NEUT,0.0
шинель,NEUT,0.1
шинелька,NEUT,0.0
шинковать,NEUT,0.06
шинковка,NEUT,0.0
шинный,NEUT,0.0
шиномонтаж,NEUT,0.08
шиншилла,NEUT,0.37
шип,NEUT,-0.09
шипение,NGTV,-0.5
шипеть,NGTV,-0.53
шиповник,NEUT,0.35
шипучий,NEUT,0.07
шипучка,NEUT,0.32
ширина,NEUT,0.03
